pmid,doi,titulo,revista,ano,autores,abstract
35258665,10.1007/s00228-022-03299-x,Hydrochlorothiazide use is associated with the risk of cutaneous and lip squamous cell carcinoma: A systematic review and meta-analysis.,European journal of clinical pharmacology,2022,de Macedo Andrade AC; Felix FA; França GM; Ribeiro ILA; Barboza CAG; de Castro RD; de Lisboa Lopes Costa A,"PURPOSE: The aim of this study is to investigate the association between hydrochlorothiazide (HCTZ) use and the risk of cutaneous and lip squamous cell carcinoma development. METHODOLOGY: We performed a systematic review and meta-analysis of case-control studies. We searched the Cochrane Library, PubMed, Scopus, Web of Science and LILACS. This study was registered in PROSPERO under protocol CRD42019129710. The meta-analysis was performed using the software Stata (version 12.0). RESULTS: A total of 2181 published studies referring to the theme were identified, from which six were included in this systematic review. Men were more frequently affected by cutaneous and lip squamous cell carcinoma than women, with a 1.42:1 ratio. The mean age for cutaneous and lip squamous cell carcinoma development was 73.7 years. This meta-analysis demonstrated a chance of developing cutaneous and lip squamous cell carcinoma in any region of the body in hydrochlorothiazide users of 1.76-fold higher than in non-users. In addition, a risk factor of 1.80 higher (CI 95% = 1.71-1.89) of cutaneous squamous cell carcinoma in the head and neck region was observed in HCTZ users. Moreover, in the analysis of the dose used, the chance of developing squamous cell carcinoma was 3.37-fold lower when the concentration of HCTZ used was less than 50,000 mg. CONCLUSIONS: Our results confirm the association between the use of hydrochlorothiazide and the cutaneous and lip squamous cell carcinoma development."
39699466,10.1590/1980-549720240070,Prevalence of participation of Brazilian aged people in Advanced Activities of Daily Living and associated factors.,Revista brasileira de epidemiologia = Brazilian journal of epidemiology,2024,Mazer VBES; Moreira RDS; Lima KC; Coriolano MDGWS; Silva VL,"OBJECTIVE: To estimate the prevalence of participation of aged Brazilians in Advanced Activities of Daily Living and associated factors. METHODS: Cross-sectional study developed with secondary data from the National Health Survey. Aged people (60 years old or older) were included. The dependent variable consisted of questions from the National Health Survey regarding the performance of Advanced Activities of Daily Living, related to work, leisure, and social participation. Descriptive analysis, Rao-Scott test, and standardized residual analysis were performed. Effect measures were calculated using simple and multiple multinominal logistic regression models. RESULTS: The majority of Brazilian aged people have low participation in Advanced Activities of Daily Living. Aged males, between 60 and 69 years old, white, from the Southeast, South and Central-West regions, with higher educational levels, absence of chronic diseases, monthly alcohol consumption, regular physical activity, frequent intake of vegetables, use of glasses and independence when moving, were more likely to perform Advanced Activities of Daily Living. CONCLUSION: These results reinforce the significant influence of demographic, socioeconomic, clinical factors, linked to lifestyle and intrinsic capacity in the execution of Advanced Activities of Daily Living. In a broader sense, such discoveries can strengthen public policies for active and healthy aging."
18766388,10.1007/s00784-008-0216-6,Absence of periodontitis in acromegalic patients.,Clinical oral investigations,2009,Lima DL; Montenegro RM; Vieira AP; Albano MF; Rego DM,"Acromegaly is a metabolic disorder caused by increased growth hormone (GH) secretion. Common oral features are prognatism, increased interdental spaces, macroglosia, and dental mobility. However, not much is known about the periodontal status of acromegalics. The periodontal status of 16 acromegalic subjects was investigated and compared with 20 controls (similar socioeconomic profile and age). Periodontal probing, followed by the assessment of gingival overgrowth, tooth loss and mobility, and malocclusion was performed. Acromegalic patients' did not present periodontitis and all of them had complete absence of periodontal pockets, while 50% of the control group presented periodontitis. All acromegalic patients presented dental mobility degree 1, mainly in the anterior inferior teeth. Malocclusion (100%) and diastemas (93.75%) were also present in these patients. It was concluded that acromegalic patients may be less prone to periodontal diseases than control subjects."
26735052,10.1590/S0102-865020150120000004,Chenopodium ambrosioides L. extract prevents bone loss.,Acta cirurgica brasileira,2015,Soares CD; Carvalho MG; Carvalho RA; Trindade SR; Rêgo AC; Araújo-Filho I; Marques MM,"PURPOSE: To evaluate the effect of the Chenopodium ambrosioides L (mastruz) extract for preventing bone loss and bone metabolism in ovariectomized rats. METHODS: Twelve rats were subjected to bilateral ovariectomy for inducing osteoporosis. After surgery, they were divided into two groups: Ovariectomy-control group (G1, n=6), receiving 0.5 ml distilled water by gavage for 30 days, and Ovariectomy plus mastruz group (G2, n=6), receiving 0.5 ml of the hydroalcoholic extract of mastruz at 10% concentration (50mg) daily, for the same period. Then, the blood of the animals was collected for further biochemical analysis (liver function) and tibia and liver were removed for histological and histomorphometric analyses. RESULTS: The cortical bone was significantly larger in the G2 than G1, whereas G1 presented the highest amount of adipocytes in the bone marrow (p<0.05). The blood levels of aspartate aminotransferase, triglycerides and cholesterol were significantly higher, whereas globulin and lactate dehydrogenase were smaller in G2 than G1. CONCLUSION: The hydroalcoholic extract of mastruz has effects on bone metabolism by changing blood proteins and enzymes and preventing both bone loss and the substitution of bone marrow cells by."
36087273,10.1111/jop.13340,Expression of mitochondrial dynamic markers in adenoid cystic carcinoma.,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,2022,Sant'Ana MSP; de Cáceres CVBL; Lima LA; Soares CD; Radhakrishnan R; Gomez RS; Vargas PA; Fonseca FP,"BACKGROUND: Mitochondrial fission and fusion processes are known as mitochondrial dynamics and the occurrence of imbalances in the mitochondrial activity is related to the pathogenesis of many human cancers. However, the importance of mitochondrial dynamics in malignant salivary gland tumours remains unknown. Therefore, we aimed to investigate its prognostic significance in adenoid cystic carcinoma. METHODS: Fifty-seven formalin-fixed paraffin-embedded cases were retrieved and disposed in tissue microarray. Histological sections were submitted to immunohistochemical reactions against AMT, DRP1, FIS1, MFN1, MFN2 and OPA1 proteins. Clinical data were retrieved from the patients' medical files, including specific and disease-free survival data. RESULTS: It was observed that 50.9% of the cases were strongly positive for AMT and DRP1, and 49.1%, 21.1%, 22.8% and 24.6% strongly positive for FIS1, MFN1, MFN2 and OPA1, respectively. Reactions were observed in both epithelial and myoepithelial components of the tumour. The higher expression of MFN2 was associated with solid microscopic pattern (p = 0.016). DRP1 overexpression showed a trend towards a shorter overall survival (p = 0.054), while negative/weak OPA1 showed a trend towards a lower disease-free survival (p = 0.051) in the univariate analysis, but no mitochondrial marker represented an independent prognostic determinant under multivariate analysis. CONCLUSION: In conclusion, mitochondrial dynamics markers do not seem to carry a prognostic significance for adenoid cystic carcinoma patients, but these proteins may play an important role in its pathogenesis."
22714968,10.1590/s0102-311x2012001300007,[Oral health epidemiology and surveillance models in Brazil].,Cadernos de saude publica,2012,Roncalli AG; Côrtes MI; Peres KG,"National surveys are important tools for public health surveillance and thus key elements in monitoring health conditions and system performance. In the field of oral health, such surveys began with the oral health survey in 1986 and later in 1996 and with the SBBrasil Project in 2003. The 2010 edition of SBBrasil is the principal oral health surveillance strategy for the production of primary data. In order to contribute to this discussion, this article proposes: (a) to present and discuss the Brazilian experience with nationwide oral health surveys and (b) to discuss the use of data in health surveillance models. One can conclude that oral health surveys in Brazil have great possibilities as a tool for health services and academia. Such surveys have shown evident potential for verifying trends in the oral health profile, as well as for producing valid indicators for use in health services."
33440412,10.1590/0102-311X00184119,[Performance of Brazilian municipalities in the supply of specialized oral health services].,Cadernos de saude publica,2021,Galvão MHR; Roncalli AG,"The study aimed to analyze factors associated with the availability of specialized dental services in Brazilian municipalities. This was an ecological study with a sample of 776 municipalities that participated in the first cycle of the Program to Improve Access and Quality of Dental Specialization Centers (PMAQ-CEO, in Portuguese) survey held in 2014. The study's dependent variables consisted of a coefficient created with variables on the number of professionals and the workweek of dentists in the minimum set of specialties, per 10,000 inhabitants. Exploratory factor analysis was performed to create a score for the municipalities' performance with the availability of specialized dental services. Factors associated with the municipalities' performance were assessed with Pearson's chi-square test, with the following municipal indicators as independent variables, categorized in tertiles: per capita income, Municipal Human Development Index (HDI-M), resident population, total health spending per inhabitant, and Oral Health Teams per 10,000 inhabitants. Higher performance with the availability of specialized oral health services was associated with municipalities having smaller populations (67.3%; CI: 61.6-73.0; p < 0.001), lower HDI-M (41.9%; CI: 35.8-48.0; p < 0.001), lower per capita income (41.2%; CI: 35.2-47.3; p < 0.001), and higher mean number of oral health teams per 10,000 inhabitants (50.6%; CI: 46.0-58.4; p < 0.001). The results show positive impacts from the implementation of the National Oral Health Policy in Brazil, meeting the goal of expanding the supply of secondary care services according to the principle of equity in care."
36312825,N/A,Effect of Extracorporeal Shock Waves on Induced Neocollagenesis of Integumentary Tissue.,The Journal of clinical and aesthetic dermatology,2022,Oliveira Modena DA; Soares CD; Candido EC; Chaim FM; Cazzo E; Chaim EA,"BACKGROUND: Obesity became a worldwide public health problem and its treatment presents a strict relationship with skin flaccidity, for which the development of non-invasive therapies is an emerging field. OBJECTIVE: This study aims to evaluate the physiological response of the skin tissue of individuals with obesity with flaccidity to the physiological stimulus of shockwave therapy (ESWT). METHODS: This is a comparative intervention study based on histological and immunohistochemical analyses of a set of samples of skin tissue of women with Grade II obesity who achieved a 10 percent preoperative weight loss before bariatric surgery and complaints of skin flaccidity, subjected to the ESWT treatment. A total of seven sessions were carried out in the abdominal region on the left side, and the collateral side was used as control; the biological material was collected at the moment of the bariatric surgery. Hematoxylin and Eosin, Masson's trichrome, Picrosirius Red and the markers for immunohistochemical were used for the morphological evaluation. RESULTS: Fourteen women were included in the research. The results demonstrated that the tissue which underwent the ESWT intervention presented significant increases of fibroblast cells (p<0.0001) and collagen fibers Type I and II (p<0.0002). In the significant expressions of the markers FGF1, FGF2, FGFR1 were identified in the exposed side (p<0.0002, 0.0017, <0.0001, respectively) as well as a significantly higher expression of Ki67 marker of cell proliferation (p<0.0002). CONCLUSION: ESWT was associated with a significant increase of cell proliferation and collagen expression in flaccid skin of individuals who achieved weight loss before bariatric surgery."
18176708,10.1590/s0103-64402007000300003,"Immunohistochemical expression of vimentin, calponin and HHF-35 in salivary gland tumors.",Brazilian dental journal,2007,Cavalcante RB; Lopes FF; Ferreira AS; Freitas Rde A; de Souza LB,"Myoepithelial cells present a complex immunophenotype, with the expression of proteins varying according to the stage of normal or neoplastic differentiation of the cell. In order to evaluate the immunohistochemical markers expressed by these cells, a panel of antibodies composed of vimentin, calponin and HHF-35 was applied to 28 salivary gland tumors. The results demonstrated a higher percent sensitivity of vimentin and calponin compared to HHF-35. However, calponin and HHF-35 presented a focal labeling pattern in contrast with the diffuse distribution of vimentin. The cells predominantly stained by all tested antibodies included nonluminal cells in duct-like and tubular structures, such as those seen in pleomorphic adenomas and adenoid cystic carcinomas, as well as cells in the cords and nests of polymorphous low-grade adenocarcinomas and peripheral cells of sheets and nests of myoepitheliomas. In conclusion, the combination of calponin and vimentin is suggested for the identification of myoepithelial cells in salivary gland tumors."
20640365,10.1590/s0103-64402010000200013,Masticatory efficiency in denture wearers with bilateral balanced occlusion and canine guidance.,Brazilian dental journal,2010,Farias Neto A; Mestriner Junior W; Carreiro Ada F,"The maintenance of masticatory function is especially important for patients wearing complete dentures due to their limitations. Thus, the bilateral balanced occlusal concept is used to achieve greater masticatory efficiency. However, a critical review of the literature reveals that there is not sufficient scientific evidence to support bilateral balanced occlusion as the most appropriate occlusal concept in complete dentures. Therefore, the aim of this study was to evaluate the masticatory efficiency in complete dentures wearers with bilateral balanced occlusion and canine guidance. A double-blinded controlled crossover clinical trial was conducted. The sample was composed by 24 edentulous patients who wore sets of complete dentures with both occlusal concepts during equal periods of 3 months. Objective data were collected through the masticatory efficiency test performed by the colorimetric method with the beads, in which capsules of a synthetic material enclosing fuchsine-containing granules were used. Subjective data were recorded by patient's ratings of their chewing function. No significant statistical difference was found for masticatory efficiency (p=0.095) between the two occlusal concepts studied. The results suggest that bilateral balanced occlusion does not improve the masticatory efficiency in complete denture wearers."
39240879,10.1371/journal.pone.0296481,Acquired syphilis in older people in Brazil from 2010-2020.,PloS one,2024,da Cunha JA; Marques Dos Santos M; Costa de Lima K,"BACKGROUND: The infection caused by Treponema pallidum remains a severe public health problem, with a high prevalence in individuals over 60 years. However, research into infections such as syphilis continues to be neglected in geriatrics. This study aims to evaluate data on the detection rate of syphilis in Brazil, in individuals between 60 and 120 years, by characterizing the epidemiological profile and respective factors associated with it, in addition to performing a temporal trend analysis, from 2010 to 2020. METHODOLOGY: Ecological, time-series study, which started with the collection of notifications from the database of the Information System on Compulsory Notification of Diseases. The epidemiological profile was characterized based on sociodemographic variables. The Statistical Package for the Social Sciences program, version 19.0, was used for incidence and prevalence analysis. The 2010 census by the Brazilian Institute of Geography and Statistics and projections for older people were considered. In the trend analysis, the Joinpoint regression model was used. MAIN FINDINGS: There was an upward variation in the detection of syphilis in older people from 2010 to 2018, with a peak in 2018. In 2019, there was a slight reduction in the notification of cases, which was accentuated in 2020. The prevalence of the infection was equivalent to 12.84 cases for each 100,000 Brazilians, with a mean age of 68.04 years (±7.15) for those between 60 and 120 years, being higher in white and black males. The highest proportion of older people with syphilis occurred in the South and Southeast regions. However, the trend analysis showed a significant and homogeneous increase in all regions of Brazil, for both sexes and all age groups. CONCLUSIONS: There is a tendency for an increase in cases of syphilis in older people, which reinforces the need to plan health actions to combat the disease in this population."
34306525,10.4317/jced.58080,Odontogenic Myxoma: Follow-Up of 13 cases after conservative surgical treatment and review of the literature.,Journal of clinical and experimental dentistry,2021,Martins HD; Vieira EL; Gondim AL; Osório-Júnior HA; da Silva JS; da Silveira ÉJ,"BACKGROUND: We aim to report a serie of odontogenic myxoma over a 40-year period. MATERIAL AND METHODS: We conducted a retrospective and sectional review of OM cases. The clinical, radiographic and treatment data were collected from clinical records included cases whose medical records contained clinical, radiographic, histopathological, follow-up data of at least six months. RESULTS: There was a mild preference for the male with a mean age of 22.8 years. Seventy-seven percent of the lesions occurred in the posterior region of the mandible, presenting a multilocular radiolucent aspect (54%) with one presenting symptomatology. Conservative treatment was performed in all patients initially and recurrence was observed in two cases. CONCLUSIONS: Odontogenic myxoma has a well-defined clinical profile and the choice of treatment should consider aspects such as patient's age, lesion size, and location. Key words:Myxoma, odontogenic tumors, diagnosis, treatment."
34817714,10.1007/s10006-021-00990-8,Immunohistochemical comparative analysis of IMP-3 and KI-67 in actinic cheilitis and lower lip squamous cell carcinoma.,Oral and maxillofacial surgery,2022,de Souza Martins Câmara AC; Gonzaga AKG; Dos Santos Pereira J; Queiroz SIML; da Silveira ÉJD; Pinto LP; de Souza LB,"Actinic cheilitis (AC) and lower lip squamous cell carcinoma (LLSCC) exhibit epithelial alterations mainly associated with chronic ultraviolet ray exposure. Currently, it is impossible to predict which AC cases will progress to LLSCC; thus, biomolecular markers have been studied. The aim of this study was to evaluate the immunoexpression of IMP-3 and KI-67 in AC and LLSCC. Forty AC and 40 LLSCC cases were submitted to peroxidase method and quantitatively analyzed, using the following scores: 0 (0% positive cells), + 1(≤ 30%), + 2 (> 30% to ≤ 60%), and + 3 (> 60%). Results were submitted to non-parametric Mann-Whitney (U) test. A p value < 0.05 was considered to indicate statistical significance. IMP-3 immunoexpression was observed in 26 AC cases, with predominance of the score 1 (35% of cases). This protein was also positive in 22 LLSCC cases, with predominance of the score 3 (37.5% of cases). Immunoexpression of KI-67 was observed in all studied cases, with predominance of the score 2 (70% of AC cases and 57.5% LLSCC cases). The association between IMP-3 and Ki-67 immunoexpression, AC dysplastic severity and LLSCC tumoral grade revealed no significant differences. The present results demonstrate that IMP-3 and Ki-67 immunoexpression are frequent in AC and in LLSCC. Moreover, these proteins could be involved in lower lip carcinogenesis process."
40069053,10.1016/j.prosdent.2025.02.037,"Effect of print layer thickness and finishing and polishing protocols on the flexural strength, cell adhesion, and surface properties of a 3D printed resin.",The Journal of prosthetic dentistry,2025,Moreira FGG; Crispim AHT; Santos JVDN; Grisi MHSB; Dal Piva AMO; Almeida LFD; Souza ROAE,"STATEMENT OF PROBLEM: Evidence regarding standardization of finishing and polishing protocols for 3-dimensionally (3D) printed interim resins is sparse. PURPOSE: The purpose of this in vitro study was to evaluate the influence of print layer thickness and aging on the flexural strength, cell adhesion, and surface roughness of a 3D printed resin for interim crowns submitted to different finishing and polishing protocols. MATERIAL AND METHODS: A total of 150 bars were printed (Flash Forge Foto 6.0), (25×2×2 mm) following the International Organization for Standardization (ISO) 4049 standard and divided into 10 groups (n=15) based on the print layer thickness (25 µm or 50 µm) and finishing and polishing protocols (FP) (C: control - no treatment; T: tungsten carbide bur; TG: T + glaze; TP: T + rubber polisher; and TPG: T + P + glaze). All specimens were then stored in distilled water at 37 °C for 180 days. The specimens were then subjected to a flexural strength test (980.6 N; 1 mm/minute). Weibull analysis, surface scanning electron microscopy (SEM), optical profilometry, and microbial adhesion analysis using Candida albicans were also performed. Data for σ (MPa) and roughness (µm) were analyzed using 2-way ANOVA followed by the Tukey post hoc test (α=.05). Data for microbial adhesion analysis were evaluated using the Kruskal-Wallis test. RESULTS: For σ, the ANOVA revealed that the interaction between the factors was not significant (P=.088), however, factors the FP and print layer thickness were significant (P<.001). The groups 25 _C (99.58 MPa) and 50 _C (97.52 MPa) presented the highest σ, which were higher (P<.05) than T_25 (70.68 MPa) and T_50 (67.09 MPa), that showed the lowest strength among the experimental groups. For roughness, T_50 (0.068 ±0.030 µm) and T_25 (0.076 ±0.073 µm) groups obtained the highest average roughness, that were different between them (P<.05). Moreover, microbial adhesion analysis found that surface polishing procedures did not significantly affect microbial adhesion (P>.05). CONCLUSIONS: The print layer thickness of 25 µm and the glaze application after finishing are recommended to increase the material's strength and reduce roughness surface. In addition, after finishing with tungsten carbide drills, a glaze layer is indicated. Microbial adhesion was not influenced by the factors studied."
34426031,10.1016/j.humimm.2021.08.006,Assessment of the presence of interleukin 17,Human immunology,2021,Bezerra TMM; Monteiro BVB; Pereira JDS; Silva LAB; Nonaka CFW; Silveira ÉJDD; Miguel MCDC,"Increasing clinical evidence indicates that Th17 cells may promote or inhibit tumor progression, however the exact role of these cells in Oral Squamous Cell Carcinoma (OSCCs) pathogenesis and progression remains unclear. Tumor associated macrophages are highly plastic phenotype cells which can differentiate as M1 or M2. The mechanism and cellular phenotype of IL-17 expressing macrophages are unknown. 40 cases of lip and 28 of tongue SCCs were submitted to immunohistochemical analysis, and histologically graded. In tongue cases TNM was analyzed. The number of IL-17+ T cells was higher in lip SCC (p = 0.028). IL-17+ macrophages was greater in tongue SCC (p = 0.014). There were more IL-17+ macrophages in the high-grade malignancy oral tongue SCCs (p = 0.016), yet there was no significant difference in the numbers of RORγt+ lymphocytes by histopathological or TNM analysis. This study provides evidence concerning IL-17's pleiotropic roles, being possibly dependent on its cellular sources in the tumor microenvironment."
21537614,10.1590/s1808-86942011000200002,Clinical study of the oral manifestations and related factors in type 2 diabetics patients.,Brazilian journal of otorhinolaryngology,2011,Sousa MG; Costa Ade L; Roncalli AG,"UNLABELLED: Diabetes Mellitus (DM) is reported with and associated to oral alterations, with conflicting results. The aim of this study was to identify the prevalence of oral soft tissue alterations in type 2 diabetes mellitus patients. MATERIAL AND METHODS: Socioeconomic variables, gender, heredity, capillary glucose control and local factors (prosthesis, dry mouth sensation) were analyzed in 196 diabetic and non-diabetic patients enrolled in HIPERDIA, at 41 Health units of Natal, Brazil. STUDY DESIGN: A case study. RESULTS: The last blood glucose mean was 177.0 mg/dl for diabetics and 89.46 mg/dl for non-diabetics. Mean capillary blood glucose was elevated in diabetics (215.95 mg/dl); it was 102.31 mg/dl in non-diabetics. The family history confirmed the heredity nature of the disease in 68.8% of diabetic patients (n = 66) (p < 0.001); salivary flow was 49% (n = 47) in diabetics, and 34% (n = 34) in non-diabetics. Candidiasis was present in 30.5% of diabetic patients (n=29) and 36% of non-diabetics (n=36). Both groups had lesions in the palate - 81.4% (n = 35) in diabetics, and 71.1% in non-diabetics (n = 27) (p = 0.68). CONCLUSION: The alterations are not related to diabetes and are present independently of having or not type 2 Diabetes Mellitus."
37783225,10.1111/jop.13491,"Silencing of heat shock factor 1 (HSF1) inhibits proliferation, invasion, and epithelial-mesenchymal transition in oral squamous cell carcinoma.",Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,2023,da Silva LAB; da Costa LM; Massetti ACP; de Lucena Pereira L; da Silveira EJD; Salo TA; Coletta RD; da Costa Miguel MC,"BACKGROUND: Oral squamous cell carcinoma is characterized by high rates of morbidity and mortality. Evidence obtained for different types of cancer shows that tumor initiation, progression, and therapeutic resistance are regulated by heat shock factor 1. This research aimed to analyze the effects of heat shock factor 1 on the biological behavior of oral squamous cell carcinoma. METHODS: Clinicopathological and immunoexpression study of heat shock factor 1 in 70 cases of oral tongue SCC and functional assays by gene silencing of this factor in an oral tongue SCC cell line. RESULTS: Heat shock factor 1 was overexpressed in oral tongue SCC specimens compared to normal oral mucosa (p < 0.0001) and in the SCC15 line compared to immortalized keratinocytes (p < 0.005). No significant associations were observed between overexpression of heat shock factor 1 and clinicopathological parameters or survival rates of the oral tongue SCC cases in the present sample. In vitro experiments showed that heat shock factor 1 silencing inhibited cell proliferation (p < 0.005) and cell cycle progression, with the accumulation of cells in the G0/G1 phase (p < 0.01). In addition, heat shock factor 1 silencing reduced cell invasion capacity (p < 0.05) and epithelial-mesenchymal transition, characterized by a decrease in vimentin expression (p < 0.05) and an increase in E-cadherin expression (p < 0.001). CONCLUSION: Heat shock factor 1 may exert several functions that help maintain cell stability under the stressful conditions of the tumor microenvironment. Thus, strategies targeting the regulation of this protein may in the future be a useful therapeutic tool to control the progression of oral squamous cell carcinoma."
30698241,10.1590/1413-81232018241.35472016,Recurrent falls and risk factors among institutionalized older people.,Ciencia & saude coletiva,2019,Ferreira LMBM; Ribeiro KMOBF; Jerez-Roig J; Araújo JRT; Lima KC,"Recurrent falls constitute a high risk for morbidity and mortality among older people, especially institutionalized individuals, due to greater frailty and functional decline in this group. The aim of this study was to identify risk factors associated with recurrent falls among institutionalized older persons. A longitudinal cohort study was conducted over a one-year period with a study sample consisting of individuals aged 60 years and over living in 10 Nursing homes (NH) who were able to walk and had preserved cognitive ability. The older persons and carers were asked about the occurrence of falls over the last twelve months. The older persons were considered recurrent fallers if they had had two or more falls during this period. Institutional, sociodemographic and health data was also collected using questionnaires and the residents' medical records. One hundred and thirty individuals were included in the sample out of a total of 364 older people living in the NH. The incidence of recurrent falls was 26.9% (CI95% = 22.4 - 31.5). The results of the chi-square test and logistic regression adopting a significance level of 0.05 showed that fatigue was a risk factor for recurrent falls(p = 0.001; RR = 2.9) and that the use of beta blockers was a protective factor (p = 0.010; RR = 0.1). It was concluded that recurrent falls are common in NH and that fatigue constitutes an important risk factor."
24351694,N/A,Efficacy and safety of midazolam for sedation in pediatric dentistry: a controlled clinical trial.,"Journal of dentistry for children (Chicago, Ill.)",2013,Azevedo ID; Ferreira MA; da Costa AP; Bosco VL; Moritz RD,"PURPOSE: Pharmacological management of uncooperative children is becoming increasingly common in the dental setting. The purpose of this study was to determine the efficacy and safety of 3 different doses of midazolam for sedation in 2- to 4- year-old children with multiple dental needs and negative behavior. METHODS: Ten children participated in this crossover, controlled, double-blinded clinical trial, which evaluated their behavior, appointment length and patient response after administration of 3 different doses of midazolam or placebo. Oxygen saturation, heart rate, respiratory rate, and blood pressure were monitored in all sessions. RESULTS: Sedated children exhibited a more positive behavior compared to the placebo group, both at the beginning of the appointment (sitting in the chair) and during administration of local anesthesia (P=.008 and P<.03, respectively). The use of midazolam allowed for longer appointments, and doses of at least 0.3 mg/kg produced a higher rate of positive behavior overall. No changes in oxygen saturation, heart rate, respiratory rate, and blood pressure were observed. CONCLUSION: Midazolam was effective and safe for pediatric sedation in the dosages studied."
22807152,10.1002/jemt.22102,Preliminary study of a novel in-office bleaching therapy modified with a casein phosphopeptide-amorphous calcium phosphate.,Microscopy research and technique,2012,Borges BC; Pinheiro MH; Feitosa DA; Correia TC; Braz R; Montes MA; Pinheiro IV,"Although in-office bleaching has been proven successful for bleaching teeth, controversy exists from morphological alterations in enamel morphology due to mineral loss and tooth sensitivity. This preliminary study aimed to evaluate the efficacy of a novel in-office tooth bleaching technique modified with a casein phosphopeptide-amorphous calcium phosphate (CPP-ACP) paste (MI paste-MI) and its effect on the enamel morphology and tooth sensitivity. Three patients received a 35% hydrogen peroxide (Whiteness HP-HP) dental bleaching system. HP was prepared and applied on the teeth on one of the hemiarches, whilst teeth on the other hemiarch were bleached with a mixture of HP and MI. Tooth color, epoxy resin replicas, and sensitivity levels were evaluated in the upper incisors. The results were analyzed descriptively. Right and left incisors showed similar color change after bleaching. Incisors bleached with the mixture of HP and MI presented unaltered enamel surfaces and lower sensitivity levels. The currently tested tooth bleaching technique did not reduce the gel effectiveness while decreasing hypersensitivity levels and protecting the enamel against surface alterations caused by the high-concentration bleaching peroxide tested. The concomitant use of MI Paste and high-concentration hydrogen peroxide might be a successful method for decreasing tooth sensitivity and limiting changes in the enamel morphology during in-office bleaching."
41628483,N/A,Sialolithiasis' diagnosis and treatment plan: A case series.,Stomatologija,2025,Medeiros MRS; Barbosa Lima I; Dantas CAA; Barros CCS; Germano AR; da Silveira ÉJD; de Oliveira PT,"INTRODUCTION: Sialolithiasis is a relatively uncommon alteration of the salivary gland characterized by the presence of calcified structures within the glandular parenchyma or its ductal system, causing swelling and pain. AIM: Present a series of six cases of sialolithiasis in the submandibular and parotid glands, the diagnostic process, and the adopted treatment approach. CASE SERIES: Five reported cases occurred in the submandibular gland, and only one in the parotid gland. Three patients presented with painful symptoms, increased volume, and purulent secretions, while the other three cases were asymptomatic. All sialoliths were diagnosed through radiographic exams. The treatment consisted of sialolith removal via surgical approach and/or salivary flow stimulation via local massage. CONCLUSION: Sialolithiasis is diagnosed through clinical and imaging evaluation, and conservative treatment approaches preserve the integrity and function of the gland."
20011750,N/A,Relationship between breast- and bottle-feeding and non-nutritive sucking habits.,Oral health & preventive dentistry,2009,de Holanda AL; dos Santos SA; Fernandes de Sena M; Ferreira MA,"PURPOSE: The objective of the present study was to assess the persistence of non-nutritive sucking habits and its relationship with breastfeeding, as well as to establish the influence of sociodemographic factors on these habits among children aged 3 to 5 years. MATERIALS AND METHODS: A case-control study was conducted with 1107 children from public and private daycare centres in Natal, Brazil: 450 in the case group (312 pacifier suckers and 138 thumb suckers) and 657 in the control group (habit-free). Data regarding sociodemographic conditions and duration of breastfeeding were obtained using a structured questionnaire. RESULTS: Breastfeeding for a duration of > 6 months (adjusted odds ratio = 0.311; 95% confidence interval = 0.226 to 0.428) was an independent protective factor against persistent pacifier sucking. The use of pacifiers was more frequent among 3-year-old children and among those from a higher income family and a higher level of schooling of parents. The relation between duration of breastfeeding and thumb sucking was not statistically significant (P = 0.087). There was an association between the thumb sucking habit with sex (female), low level of schooling of father and the child being born as the last male child in the birth order. No relation was found between breastfeeding and habit frequency (day/night and night) (P = 0.301). An association with habit frequency was found with the age of 3 years, female, the family income group that ranged between US $176 and US $875, and those attending private institutions. CONCLUSIONS: Breastfeeding for a duration of > 6 months was a protective factor against the persistence of pacifier sucking, but the subjectivity of the mother-child relationship must be investigated further."
22374068,10.1016/j.joms.2011.11.020,Aggressive olfactory neuroblastoma invading the oral cavity: report of a rare case and review of the literature.,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2012,Sarmento DJ; Henriques ÁC; de Carvalho CH; de Morais Mde L; Costa Ade L; da Silveira ÉJ,N/A
